Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Acidaminococcaceae,0.0,0.0058135183638601765,0.0,0.0,0.002582389012332642
Actinomycetaceae,1.117261386764944e-06,2.5051520016634208e-06,0.0,4.6423294372301274e-05,0.0
Acutalibacteraceae,4.502563388662724e-05,0.0,1.2611034576435416e-05,0.0,0.0
Akkermansiaceae,0.0016954441544158024,9.394320006237829e-06,0.002005942687314258,0.0,0.0
Alcaligenaceae,0.0,1.565720001039638e-06,0.0,0.0,0.0
Anaerotignaceae,0.005209119489652875,0.00021747850814440574,0.002532059286049923,3.068320743920342e-05,2.4266641183904153e-06
Anaerovoracaceae,0.0,0.0001224393040812997,0.0,1.653705336009015e-05,0.0
Atopobiaceae,0.0,0.0,0.0,3.984832134961483e-06,0.0
Bacteroidaceae,0.650934918742138,0.5871395203698606,0.713726362356272,0.5274120587396136,0.8444420438135043
Barnesiellaceae,6.75943138992791e-05,0.0022681019935060194,6.082196884259997e-05,3.0085482618959195e-05,0.0002183997706551374
Bifidobacteriaceae,1.6870646940150654e-05,6.121965204064985e-05,0.0003839797298637575,8.507616608142765e-05,0.0
Brevibacteriaceae,0.0,0.0,1.0509195480362845e-06,0.0,0.0
Butyricicoccaceae,1.5865111692062203e-05,2.6930384017881775e-05,2.758663813595247e-05,1.494312050610556e-05,3.012410629726033e-06
Campylobacteraceae,1.1507792283678923e-05,0.0,4.9918678531723515e-06,0.0,2.0082737531506887e-06
Carnobacteriaceae,0.0,0.0,0.0,8.567389090167188e-06,0.0
Christensenellaceae,0.0,0.0,1.3136494350453557e-06,7.969664269922965e-06,0.0
Clostridiaceae,0.008155561218829384,0.0008865106645886431,0.004490053768985026,0.00028152839033502875,0.00011991067867770569
Comamonadaceae,0.0,0.0,0.0,1.9924160674807413e-06,0.0
Coprobacillaceae,4.692497824412764e-06,1.7222920011436018e-06,2.3645689830816404e-06,0.0,0.0
Coriobacteriaceae,0.0,0.0,0.0,1.5540845326349782e-05,2.2593079722945246e-06
Corynebacteriaceae,2.9048796055888543e-06,8.924604005925938e-06,9.19554604531749e-06,4.184073741709558e-06,0.0
Desulfitobacteriaceae,0.0,0.0,6.5682471752267784e-06,0.0,0.0
Desulfovibrionaceae,0.0,0.0028698081899055524,0.0,5.3795233821980016e-05,6.694245843835629e-06
Dethiosulfovibrionaceae,1.8993443575004047e-06,0.0,1.9704741525680337e-06,0.0,0.0
Eggerthellaceae,0.00015876284305929854,5.354762403555562e-05,9.983735706344703e-05,3.068320743920341e-05,7.623072454667822e-05
Enterobacteriaceae,0.0004009851117099384,0.0004257192682826776,0.0030665832411698782,0.0026666496647162244,4.518615944589049e-06
Enterococcaceae,2.4579750508828768e-06,1.3621764009044852e-05,0.0,0.0,2.761376410582197e-06
Erwiniaceae,0.0,5.0103040033268416e-06,0.0,0.0,0.0
Erysipelotrichaceae,0.0002151845430909282,0.00018256295212122178,8.551857822145266e-05,0.00012671766189177515,3.849191360205486e-06
Eubacteriaceae,6.904675370207353e-05,0.0003566710162368295,1.6551982881571482e-05,0.0007804293736322064,0.0
Gemellaceae,0.0,0.0,0.0,7.571181056426817e-06,0.0
Lachnospraceae,0.045462259636574985,0.004574094411037199,0.03236201656222935,0.004394273636828775,0.033485956560034585
Lactobacillaceae,7.709103568678112e-06,1.8632068012371692e-05,0.0,4.582556955205705e-06,0.0
Micrococcaceae,1.117261386764944e-06,1.315204800873296e-05,1.3136494350453557e-06,1.0759046764396004e-05,0.0
Monoglobaceae,0.0002729469567866758,0.00034383211222830453,0.00021675215678248368,0.00038314160977654657,0.0
Moraxellaceae,0.0,0.0,0.0,0.0,1.171493022671235e-06
Morganellaceae,0.0,0.0,4.203678192145138e-06,1.7931744607326671e-06,0.0
Muribaculaceae,0.0,2.0667504013723224e-05,0.0,3.7855905282134084e-06,9.037231889178098e-06
Neisseriaceae,0.0,0.0,5.517327627190494e-06,0.0,0.0
Nocardioidaceae,0.0,3.131440002079276e-06,0.0,0.0,0.0
Odoribacteraceae,4.804223963089259e-06,1.925835601278755e-05,5.911422457704101e-06,0.00016477280878065732,0.00010761000193965774
Oscillospraceae,0.014039171407672257,0.017159821495394124,0.00978839603535346,0.02840448118282569,0.0029094029218040126
Oxalobacteraceae,0.0,0.00011100954807371034,0.0,0.00020003857317506642,0.0
Pasteurellaceae,0.0,0.0005520728723665765,4.755410954864188e-05,4.443087830482053e-05,0.0
Peptoniphilaceae,2.234522773529888e-06,0.0,4.991867853172352e-06,1.77325030005786e-05,0.0
Peptostreptococcaceae,7.597377430001619e-06,2.7400100018193667e-05,2.5747528926888974e-05,6.694517986735291e-05,1.2551710957191805e-06
Porphyromonadaceae,3.686962576324315e-06,7.358884004886299e-06,1.9704741525680337e-06,7.571181056426817e-06,1.548044351386989e-05
Prevotellaceae,0.0009639731245007937,0.0004084963482712416,0.0004771174748084732,0.0002703708603571366,0.0005991350030232887
Propionibacteriaceae,1.2289875254414383e-05,3.1470972020896724e-05,4.243087675196499e-05,3.666045564164564e-05,5.8993041498801475e-05
Pseudomonadaceae,0.0,3.6011560023911676e-06,1.4056048954985306e-05,0.0,0.0
Rikenellaceae,0.0013954594720694152,0.0657757406716751,0.0005163955929163293,0.07023306486190962,0.04919701684322461
Staphylococcaceae,0.0,3.6011560023911676e-06,2.2332040395771047e-06,1.9924160674807413e-06,0.0
Streptococcaceae,9.016299391193097e-05,0.0003341246482218588,1.3530589180967165e-05,0.00025383380699704647,1.0878149496232897e-06
Sutterellaceae,2.5697011895593714e-06,0.0025593259136993925,0.0,1.7931744607326671e-06,1.3388491687671258e-06
Synergistaceae,0.0,4.384016002910987e-06,0.0,2.2514301562532376e-05,0.0
Tannerellaceae,0.0021074901538547137,0.03283142612980007,0.0021492618406777067,0.016298162673599213,0.0021296906371432575
Turicibacteraceae,0.0,0.0,0.0,1.1755254798136374e-05,0.0
Veillonellaceae,0.007628213844276332,0.00012744960808462656,0.004538790163025209,0.006228093385338049,0.00026969442943352786
Victivallaceae,7.485651291325125e-06,0.0001648703161094739,4.4664080791542094e-06,0.0,0.0
