Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Acidaminococcales,0.0,0.0058135183638601765,0.0,0.0,0.002582389012332642
Actinomycetales,1.117261386764944e-06,2.5051520016634208e-06,0.0,4.6423294372301274e-05,0.0
Bacillales,0.0,3.6011560023911676e-06,2.2332040395771047e-06,9.563597123907559e-06,0.0
Bacteroidales,0.6554779269930016,0.6884705702571445,0.7169378411301274,0.6144198721984638,0.8967184137448934
Bifidobacteriales,1.6870646940150654e-05,6.121965204064985e-05,0.0003839797298637575,8.507616608142765e-05,0.0
Burkholderiales,2.5697011895593714e-06,0.0026719011817741426,0.0,0.00020382416370327982,1.3388491687671258e-06
Campylobacterales,1.1507792283678923e-05,0.0,4.9918678531723515e-06,0.0,2.0082737531506887e-06
Christensenellales,0.0,0.0,1.3136494350453557e-06,7.969664269922965e-06,0.0
Coriobacteriales,0.0,0.0,0.0,1.9525677461311266e-05,2.2593079722945246e-06
Desulfovibrionales,0.0,0.0028698081899055524,0.0,5.3795233821980016e-05,6.694245843835629e-06
Eggerthellales,0.00015876284305929854,5.354762403555562e-05,9.983735706344703e-05,3.068320743920341e-05,7.623072454667822e-05
Enterobacterales,0.0004009851117099384,0.0004307295722860044,0.0030707869193620234,0.002668442839176957,4.518615944589049e-06
Erysipelotrichales,0.00021987704091534096,0.0001842852441223654,8.78831472045343e-05,0.00013847291668991153,3.849191360205486e-06
Eubacteriales,0.02406011223784439,0.018768911940462558,0.014829131647509498,0.03141004082062039,0.0031665456402803485
Lachnosprales,0.05067137912622786,0.004791572919181604,0.03489407584827927,0.004424956844267978,0.03348838322415298
Lactobacillales,0.00010033007253149197,0.0003663784802432753,1.3530589180967165e-05,0.0002669837530424193,3.849191360205486e-06
Micrococcales,1.117261386764944e-06,1.315204800873296e-05,2.3645689830816404e-06,1.0759046764396004e-05,0.0
Monoglobales,0.0002729469567866758,0.00034383211222830453,0.00021675215678248368,0.00038314160977654657,0.0
Moraxellales,0.0,0.0,0.0,0.0,1.171493022671235e-06
Mycobacteriales,2.9048796055888543e-06,8.924604005925938e-06,9.19554604531749e-06,4.184073741709558e-06,0.0
Neisseriales,0.0,0.0,5.517327627190494e-06,0.0,0.0
Pasteurellales,0.0,0.0005520728723665765,4.755410954864188e-05,4.443087830482053e-05,0.0
Peptostreptococcales,7.597377430001619e-06,0.00014983940409949337,2.5747528926888974e-05,8.348223322744307e-05,1.2551710957191805e-06
Propionibacteriales,1.2289875254414383e-05,3.4602412022976e-05,4.243087675196499e-05,3.666045564164564e-05,5.8993041498801475e-05
Pseudomonadales,0.0,3.6011560023911676e-06,1.4056048954985306e-05,0.0,0.0
Synergistales,1.8993443575004047e-06,4.384016002910987e-06,1.9704741525680337e-06,2.2514301562532376e-05,0.0
Tissierellales,2.234522773529888e-06,0.0,4.991867853172352e-06,1.77325030005786e-05,0.0
Veillonellales,0.007628213844276332,0.00012744960808462656,0.004538790163025209,0.006228093385338049,0.00026969442943352786
Verrucomicrobiales,0.0016954441544158024,9.394320006237829e-06,0.002005942687314258,0.0,0.0
Victivallales,7.485651291325125e-06,0.0001648703161094739,4.4664080791542094e-06,0.0,0.0
