Metabolites which force 67 qualitatively  forward -> quantiatively reversible (DrG0t span the zero line). Forward with probability greater than 0.7.
35:	24	h[c]Proton
75:	11	h[e]Proton
28:	5	h[m]Proton
41:	3	h[x]Proton
77:	3	hco3[e]Bicarbonate
78:	3	hco3[c]Bicarbonate
231:	3	h[g]Proton
265:	3	h[l]Proton
853:	3	oxa[c]Oxalate
1553:	3	so4[c]Sulfate
1793:	3	pe_hs[r]Phosphatidylethanolamine
2245:	3	so4[e]Sulfate
5239:	3	HC02057[r]1,2-Diacylglycerol-Ld-Pe-Pool
40:	2	pi[c]Orthophosphate
353:	2	pep[c]Phosphoenolpyruvate
379:	2	icit[m]Isocitric Acid
729:	2	h[r]Proton
842:	2	pep[m]Phosphoenolpyruvate
854:	2	oxa[e]Oxalate
1799:	2	em3gacpail_hs[r]Phosphoethanolaminyl-Trimannosyl-Glucosaminyl-Acylphosphatidylinositol (H6)
1800:	2	emem2gacpail_hs[r](Phosphoethanolaminyl-Mannosyl),(Phosphoethanolaminyl)-Dimannosyl-Glucosaminyl-Acylphosphatidylinositol (H7)
1917:	2	lac_L[c](S)-Lactate
2400:	2	HC00342[m]Cis-Aconitate
4594:	2	gm2_hs[l]N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion
4601:	2	gd3_hs[e]Gd3
4604:	2	gd3_hs[l]Gd3
4606:	2	gm1_hs[e]Ganglioside Gm1
4607:	2	gm2_hs[e]N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion
25:	1	h2o[m]Water
38:	1	atp[c]Adenosine Triphosphate
64:	1	pap[c]Adenosine 3,5-Bismonophosphate
223:	1	man[c]D-Mannose
225:	1	man[l]D-Mannose
290:	1	acald[c]Acetaldehyde
330:	1	ac[c]Acetate
338:	1	cit[c]Citrate
339:	1	oaa[c]Oxaloacetate
378:	1	cit[m]Citrate
392:	1	ppi[c]Diphosphate
395:	1	ac[m]Acetate
415:	1	camp[c]3,5-Cyclic Adenosine Monophosphate
649:	1	oaa[m]Oxaloacetate
663:	1	gm2_hs[g]N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion
664:	1	gm1_hs[g]Ganglioside Gm1
689:	1	gluside_hs[g]D-Glucosyl-N-Acylsphingosine
707:	1	glc_D[c]D-Glucose
717:	1	met_L[c]L-Methionine
788:	1	cbl2[c]Cob(Ii)Alamin
789:	1	cbl2[m]Cob(Ii)Alamin
793:	1	g6p[r]D-Glucose 6-Phosphate
795:	1	pi[r]Orthophosphate
808:	1	pchol_hs[c]Phosphatidylcholine
883:	1	core4[g]Core 4
884:	1	core5[g]Core 5
886:	1	core7[g]Core 7
887:	1	core8[g]Core 8
912:	1	cspg_a[l]Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan
915:	1	cspg_b[l]Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan
917:	1	cspg_c[l]Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan
919:	1	cspg_d[l]Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan
921:	1	cspg_e[l]Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan
931:	1	cspg_a[e]Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan
933:	1	cspg_b[e]Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan
935:	1	cspg_c[e]Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan
937:	1	cspg_d[e]Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan
939:	1	cspg_e[e]Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan
1026:	1	dolichol_L[c]Dolichol, Human Liver Homolog
1109:	1	sTn_antigen[g]Sialyl-Tn Antigen
1162:	1	2dr5p[c]2-Deoxy-D-Ribose 5-Phosphate
1163:	1	g3p[c]Glyceraldehyde 3-Phosphate
1228:	1	11_cis_retfa[e]Fatty Acid 11-Cis-Retinol
1240:	1	9_cis_retfa[e]Fatty Acid 9-Cis-Retinol
1288:	1	ha[e]Hyaluronan
1298:	1	hspg[e]Heparan Sulfate Proteoglycan
1303:	1	ksi[e]Keratan Sulfate I
1344:	1	pchol_hs[e]Phosphatidylcholine
1360:	1	rbt[e]D-Ribitol
1361:	1	retfa[e]Fatty Acid Retinol
1371:	1	s2l2n2m2masn[e]De-Fuc Form Of Pa6
1433:	1	hdca[c]Hexadecanoate (N-C16:0)
1503:	1	fe3[e]Iron (Fe3+)
1530:	1	ksi[l]Keratan Sulfate I
1533:	1	s2l2n2m2masn[l]De-Fuc Form Of Pa6
1575:	1	g6p[c]D-Glucose 6-Phosphate
1580:	1	pap[g]Adenosine 3,5-Bismonophosphate
1627:	1	gd3_hs[g]Gd3
1651:	1	gd3_hs[c]Gd3
1659:	1	glc_D[l]D-Glucose
1711:	1	ha[l]Hyaluronan
1754:	1	oxa[x]Oxalate
1775:	1	hdca[r]Hexadecanoate (N-C16:0)
1801:	1	em2emgacpail_hs[r](Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol (H7)
1803:	1	gpi_hs[r]Gpi Heparan Sulfate
1854:	1	hspg[l]Heparan Sulfate Proteoglycan
1863:	1	icit[c]Isocitric Acid
1896:	1	lcts[e]Lactose
1899:	1	lac_L[m](S)-Lactate
1900:	1	lcts[g]Lactose
1935:	1	retfa[c]Fatty Acid Retinol
1937:	1	11_cis_retfa[c]Fatty Acid 11-Cis-Retinol
1939:	1	9_cis_retfa[c]Fatty Acid 9-Cis-Retinol
2031:	1	pi[g]Orthophosphate
2183:	1	hdca[x]Hexadecanoate (N-C16:0)
2197:	1	rbt[c]D-Ribitol
2252:	1	gd1a_hs[g]N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion
2388:	1	lac_L[x](S)-Lactate
2519:	1	hdca[l]Hexadecanoate (N-C16:0)
2530:	1	met_L[m]L-Methionine
2629:	1	HC00342[c]Cis-Aconitate
3111:	1	3tetd7ecoacrn[c]3-Hydroxy Tetradecenoyl-7-Carnitine
3112:	1	3tetd7ecoacrn[e]3-Hydroxy Tetradecenoyl-7-Carnitine
3117:	1	3ttetddcoacrn[c]3-Hydroxy Trans5,8Tetradecadienoyl Carnitine
3118:	1	3ttetddcoacrn[e]3-Hydroxy Trans5,8Tetradecadienoyl Carnitine
3125:	1	3thexddcoacrn[c]3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine
3126:	1	3thexddcoacrn[e]3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine
3363:	1	fe3[c]Iron (Fe3+)
4266:	1	core4[e]Core 4
4267:	1	core5[e]Core 5
4268:	1	core7[e]Core 7
4269:	1	core8[e]Core 8
4593:	1	gluside_hs[e]D-Glucosyl-N-Acylsphingosine
4595:	1	gm1_hs[l]Ganglioside Gm1
