Taxon,mean,SD,minimum,maximum,non_zero_count
Actinomycetes,0.0002637119343921882,0.00016188245495016507,6.434843817386998e-05,0.000441254845231735,5
Alphaproteobacteria,1.565720001039638e-06,3.501056356055672e-06,0.0,7.82860000519819e-06,1
Bacilli,0.0002350179924701076,0.0002616898702452369,6.694245843835629e-06,0.0006035850604007805,5
Bacteroidia,0.7478463075021571,0.10291566633766049,0.6491911189249242,0.917135863568592,5
Betaproteobacteria,0.0005773091829420352,0.0011741784443636224,1.3388491687671258e-06,0.0026719011817741426,5
Clostridia,0.21132004091129178,0.08644861928274028,0.07408120220622261,0.3026962171191577,5
Coriobacteriia,0.002138599817395124,0.0017162232781423204,0.0009378302429631849,0.005150463266847715,5
Desulfovibrionia,0.0005860595339142736,0.0012768524680341193,0.0,0.0028698081899055524,3
Epsilonproteobacteria,3.7015867780003926e-06,4.818518133204778e-06,0.0,1.1507792283678923e-05,3
Erysipelotrichia,0.020975770993822775,0.013229252195584264,0.00348945932417237,0.03435928916327231,5
Fusobacteriia,3.1728324416091605e-06,3.8977883109882405e-06,0.0,9.962080337403707e-06,4
Gammaproteobacteria,0.0014608033245670949,0.001407337092926607,5.690108967260284e-06,0.003167602882724866,5
Lentispaeria,3.536447509599065e-05,7.246546490630552e-05,0.0,0.0001648703161094739,3
Negativicutes,0.005768271579456659,0.0017097048037824011,0.0034880367969305544,0.008034338358365388,5
Synergistia,2.9155203078721626e-05,5.1636413785129714e-05,0.0,0.0001201426888690887,4
Tissierellia,4.991778725456168e-06,7.41222343725053e-06,0.0,1.77325030005786e-05,3
Verrucomicrobiia,0.0010330613665128154,0.0014183854690799165,0.0,0.0027918991443018947,3
