Taxon,mean,SD,minimum,maximum,non_zero_count
Actinomycetes,0.000166954118479607,0.00016211912430624554,3.429992457368378e-05,0.0004379707216441216,5
Bacilli,0.000153294008704847,0.00016293981979667075,3.849191360205486e-06,0.0003699796362456665,5
Bacteroidia,0.7144049248647262,0.10884233606027076,0.6144198721984638,0.8967184137448934,5
Betaproteobacteria,0.0005770302446925879,0.0011742890971999727,1.3388491687671258e-06,0.0026719011817741426,5
Clostridia,0.04439979762257708,0.01941303172991746,0.024054156375971962,0.07501203569828892,5
Coriobacteriia,8.816934831555771e-05,4.4308389886596854e-05,5.0208884900514685e-05,0.00015876284305929854,5
Desulfovibrionia,0.0005860595339142736,0.0012768524680341193,0.0,0.0028698081899055524,3
Epsilonproteobacteria,3.7015867780003926e-06,4.818518133204778e-06,0.0,1.1507792283678923e-05,3
Erysipelotrichia,0.00012687350805847154,8.475780433229089e-05,3.849191360205486e-06,0.00021987704091534096,5
Gammaproteobacteria,0.0014476699233359198,0.0013988091119149987,5.690108967260284e-06,0.003132397077865651,5
Lentispaeria,3.536447509599065e-05,7.246546490630552e-05,0.0,0.0001648703161094739,3
Negativicutes,0.005437629761270113,0.0018145111678971185,0.0028520834417661697,0.007628213844276332,5
Synergistia,6.1536272151023605e-06,9.277230311689106e-06,0.0,2.2514301562532376e-05,4
Tissierellia,4.991778725456168e-06,7.41222343725053e-06,0.0,1.77325030005786e-05,3
Verrucomicrobiia,0.0007421562323472597,0.001017895602790537,0.0,0.002005942687314258,3
