Taxon,mean,SD,minimum,maximum,non_zero_count
Actinomyces,3.3036097034133367e-05,6.172427498638743e-05,2.2332040395771047e-06,0.00014305547364511722,5
Adlercreutzia,3.012410629726033e-07,6.735954944210359e-07,0.0,1.5062053148630165e-06,1
Akkermansia,0.0002909051341655557,0.00040049449451771003,0.0,0.0007859564569876363,2
Alistipes,0.0010718254421381729,0.0010546363961222405,0.0,0.0021428443934228486,3
Allofournierella,3.5487790903163214e-05,6.26219057538451e-05,1.0878149496232897e-06,0.00014639482009720615,5
Amedibacterium,7.685175860199474e-06,1.1297820960521454e-05,0.0,2.5026655063534744e-05,2
Anaerotruncus,0.00012287423848866263,0.00025630325698584584,2.34298604534247e-06,0.0005811952643859136,5
Bacteroides,0.0263736047144854,0.01009366232759975,0.017341590968138875,0.042334876820110355,5
Barnesiella,0.0008616774827250777,0.001801837173660704,3.5981571410616504e-06,0.004084180622711896,5
Bifidobacterium,8.805723350661063e-06,1.2585404554028695e-05,1.0509195480362845e-06,3.1081690652699564e-05,5
Blautia,0.0025322398154959346,0.002545724328709666,0.0005520242478972955,0.006837751413140134,5
Borkfalkia,1.0345037148039593e-05,2.1394712873227858e-05,0.0,4.853732003222878e-05,2
Butyricicoccus,2.3908992809768895e-07,5.346213319619695e-07,0.0,1.1954496404884448e-06,1
Christensenella,1.2951054765851497e-06,2.3320594767191306e-06,0.0,5.379523382198002e-06,2
Clostridium,0.008484068467309445,0.010059821972958445,0.0006877500823810629,0.022794576361850515,5
Collinsella,3.1551703541022764e-06,5.794696064031163e-06,0.0,1.3349187652120968e-05,2
Coprobacillus,0.00030922594292861,0.00019925402581227555,9.463990061722621e-05,0.0005458213402613453,5
Coprococcus,9.061660217703869e-05,0.00014580954810038924,1.5062053148630165e-06,0.0003496690198428701,5
Dorea,0.000216297700510078,0.00031148148629946707,1.0878149496232897e-06,0.0007591791123067795,5
Eggerthella,9.303682960236423e-06,8.727845883680808e-06,0.0,1.7876182188239104e-05,3
Enterocloster,0.0005415790039695284,0.0006020204965364664,6.247222804148155e-05,0.0013201560546014578,5
Eubacterium,0.0005175547195595574,0.0008571804848279614,1.4141594345102767e-05,0.0020236969997401892,5
Faecalibacterium,0.003437003838930054,0.004824642992623057,0.00030121981545590005,0.011783347864687852,5
Faecalicatena,5.371446175401341e-05,7.875421693417451e-05,2.7613764105821972e-06,0.0001916704256916473,5
Faecalimicrobium,1.283890400852503e-06,2.870866211965651e-06,0.0,6.419452004262516e-06,1
Faecalispra,2.5249009987248897e-06,3.4960494042778477e-06,0.0,7.045740004678372e-06,2
Flavonifractor,0.0007073727349425694,0.0007511154145679997,7.782060793458918e-06,0.001752802441181018,5
Fusicatenibacter,0.0002742645522371717,0.0002647194407652397,4.267581725445213e-06,0.0007159410966389761,5
Fusobacterium,3.1728324416091605e-06,3.8977883109882405e-06,0.0,9.962080337403707e-06,4
Haemophilus,5.010304003326842e-07,1.120338033937815e-06,0.0,2.5051520016634208e-06,1
Intestinimonas,0.0013245238248512446,0.0008793201292529529,1.8325497997500034e-05,0.002223908790355621,5
Klebsiella,5.385962683685959e-06,1.2043378684999e-05,0.0,2.6929813418429793e-05,1
Lachnoclostridium,0.0002309031481309285,0.0001382317683250806,9.190776406102675e-05,0.00043182152598465084,5
Lachnospra,0.0013946356624367359,0.0015344253657836877,3.313651692698636e-05,0.003453454769764369,5
Lacrimispra,3.9848321349614824e-07,8.910355532699491e-07,0.0,1.9924160674807413e-06,1
Massilimicrobiota,2.3908992809768895e-07,5.346213319619695e-07,0.0,1.1954496404884448e-06,1
Mediterraneibacter,0.0025579257533924057,0.00492665644846852,0.00021982708814596518,0.011363314963764885,5
Megaspaera,0.00013835600083158154,0.00024808309993557004,1.156011502839913e-05,0.000580391114660549,5
Minimicrobia,1.6562731893049725e-06,2.3918177767661924e-06,0.0,5.77800659569415e-06,3
Odoribacter,0.003815604692416219,0.005548181537438165,8.044281984707597e-06,0.01242390963038291,5
Oscillibacter,0.0021370791389595436,0.001532979415929327,0.00010066472187667826,0.0036985219460645,5
Oxalobacter,2.789382494473038e-07,6.237248872889644e-07,0.0,1.394691247236519e-06,1
Parabacteroides,0.0012407361096626586,0.0012544076499461728,9.15613656226613e-05,0.0026497141281426376,5
Prevotellamassilia,4.662572143902856e-06,7.0327286752588714e-06,0.0,1.7066348011332055e-05,4
Propionibacterium,5.491599552778676e-05,6.394053038914074e-05,0.0,0.00015619314186973916,3
Roseburia,0.0001331776730456754,0.00013723515064040413,0.0,0.00036042874423932467,4
Ruminiclostridium,3.67427775193713e-05,5.464335942755192e-05,3.021393700604318e-06,0.00012917190008577013,5
Ruminococcus,0.0038360712200247566,0.0065496760090081076,5.012316575571927e-05,0.01537467782632189,5
Sanguibacteroides,3.4017041993070868e-06,5.096665181689842e-06,0.0,1.1429756007589357e-05,2
Soleaferrea,2.101839096072569e-07,4.6998550965849755e-07,0.0,1.0509195480362845e-06,1
Sphingomonas,1.565720001039638e-06,3.501056356055672e-06,0.0,7.82860000519819e-06,1
Streptococcus,8.17239837652606e-05,0.00010018840764321718,2.8450544836301424e-06,0.000233605424155114,5
Subdoligranulum,0.0005844565382499503,0.00040887897894620746,0.000134025632088993,0.0009982004498078514,5
Synergistes,2.3001575863619264e-05,4.2390996360102786e-05,0.0,9.762838730655633e-05,2
Tannerella,6.986991966019028e-05,9.019415959464248e-05,3.5981571410616504e-06,0.00022833088133329294,5
Terrisprobacter,1.4744579553810842e-06,2.278710547687591e-06,0.0,5.180281775449928e-06,2
