Taxon,mean,SD,minimum,maximum,non_zero_count
Acetivibrio,4.067188671731714e-06,4.587879215447097e-06,0.0,1.1060887728972945e-05,3
Acinetobacter,2.3429860453424702e-07,5.239076067719168e-07,0.0,1.171493022671235e-06,1
Actinomyces,1.777536809987967e-06,3.3848765050008434e-06,0.0,7.770422663174891e-06,2
Acutalibacter,1.1527333692612531e-05,1.9506081036925667e-05,0.0,4.502563388662724e-05,2
Adlercreutzia,4.019066606861139e-05,2.7924161664409574e-05,9.962080337403707e-06,7.623072454667822e-05,5
Aeromicrobium,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Agathobacter,0.0005265442162915353,0.0005261246856682752,1.171493022671235e-05,0.0014118097249374417,5
Agathobaculum,8.284217972086958e-06,6.928610324320976e-06,2.789382494473038e-06,1.9836106469184873e-05,5
Aggregatibacter,5.32344800353477e-07,1.1903591610589283e-06,0.0,2.6617240017673847e-06,1
Akkermansia,0.0007421562323472597,0.001017895602790537,0.0,0.002005942687314258,3
Alcaligenes,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Alistipes,0.03741276076110805,0.034192819248672575,0.0005163955929163293,0.07022927927138141,5
Allisonella,5.209796827965078e-05,0.00011649459856292692,0.0,0.0002604898413982539,1
Alloprevotella,8.830660805863559e-06,1.9745957848153988e-05,0.0,4.4153304029317796e-05,1
Amedibacillus,4.3840160029109864e-07,9.802957796955881e-07,0.0,2.1920080014554933e-06,1
Anaerobutyricum,0.00038718596147470266,0.0006332948412285444,0.0,0.0014973537105423779,3
Anaerococcus,1.8728711034318968e-06,4.1878671003687616e-06,0.0,9.364355517159484e-06,1
Anaerofustis,6.123980088426368e-07,9.046656607368627e-07,0.0,2.0110704961768993e-06,2
Anaeroglobus,1.0525949865580157e-06,1.2342670828358115e-06,0.0,3.016605744265349e-06,3
Anaerostipes,0.0005483479410264495,0.0006858146193381868,3.929957202609492e-05,0.0017230405106688966,5
Anaerotignum,0.0015983534310809594,0.002281492158749067,2.4266641183904153e-06,0.005209119489652875,5
Anaerotruncus,0.0012034041144764179,0.0015224264409710083,3.6148927556712394e-05,0.0033717831391179244,5
Bacteroides,0.30381199488470056,0.0892495862586719,0.2057623860537251,0.40771947699412314,5
Barnesiella,0.0004779130374186344,0.0009603718718823727,0.0,0.0021899725654541415,3
Bifidobacterium,0.00010873819032053674,0.00015664949267634527,0.0,0.00038240335054170305,4
Bilophila,0.00015987054963128417,0.0003244474943796588,0.0,0.0007388632684906052,3
Blautia,0.00029837255284126336,0.0001294212758945175,0.00014148004415438483,0.0004644321853297608,5
Brevibacterium,2.101839096072569e-07,4.6998550965849755e-07,0.0,1.0509195480362845e-06,1
Butyricicoccus,9.38331502425865e-06,7.110039699436206e-06,0.0,1.9414928012891512e-05,4
Butyricimonas,3.6452427392022e-05,6.683646672552361e-05,0.0,0.00015540845326349783,3
Campylobacter,3.7015867780003926e-06,4.818518133204778e-06,0.0,1.1507792283678923e-05,3
Christensenella,1.8566627409936642e-06,3.4642907190545946e-06,0.0,7.969664269922965e-06,2
Citrobacter,1.5142362112853633e-06,3.3859351024258066e-06,0.0,7.571181056426817e-06,1
Cloacibacillus,5.379663513088672e-06,9.764853731522809e-06,0.0,2.2514301562532376e-05,2
Clostridioides,3.618957981339796e-06,2.7088069765838887e-06,0.0,6.732596004470444e-06,4
Clostridium,0.0026982966412241616,0.0033787102725225484,0.0001134674670530139,0.007895797946406534,5
Colibacter,2.681427328235866e-07,5.995853782661037e-07,0.0,1.3407136641179328e-06,1
Collinsella,3.560030659728861e-06,6.7685532885571984e-06,0.0,1.5540845326349782e-05,2
Coprobacillus,1.755871761727601e-06,1.9468939253919016e-06,0.0,4.692497824412764e-06,3
Coprobacter,5.108766848576469e-05,2.550924012376657e-05,1.7931744607326672e-05,7.812942805187794e-05,5
Coprococcus,7.845918734678986e-05,0.00011768075324528338,0.0,0.0002801336990877922,4
Corynebacterium,5.041820679708368e-06,3.970253250785715e-06,0.0,9.19554604531749e-06,4
Culturomica,2.24197866438971e-05,3.943246242957427e-05,2.6814273282358655e-06,9.27989830101714e-05,5
Cuneatibacter,9.040730591943637e-06,1.4544589771690328e-05,0.0,3.3964746157654295e-05,3
Cutibacterium,3.6369044233544647e-05,1.6974049873809733e-05,1.2289875254414383e-05,5.8993041498801475e-05,5
Delftia,3.9848321349614824e-07,8.910355532699491e-07,0.0,1.9924160674807413e-06,1
Dellaglioa,2.3908992809768895e-07,5.346213319619695e-07,0.0,1.1954496404884448e-06,1
Desulfitobacterium,1.3136494350453557e-06,2.93740943536561e-06,0.0,6.5682471752267784e-06,1
Desulfovibrio,0.0004261889842829895,0.000952987540118354,0.0,0.0021309449214149474,1
Dialister,0.0036596352997331203,0.0035098839482185125,0.0,0.007593690467425295,4
Dorea,9.827293796627183e-05,0.00011525065264488114,0.0,0.000268051264177986,4
Ectopseudomonas,2.6978786285691104e-06,4.9000781789400085e-06,0.0,1.129738514139006e-05,2
Eggerthella,2.3019448007041883e-05,1.8276993551489575e-05,0.0,4.212075428103839e-05,4
Eisenbergiella,0.00012663336053224774,0.00014744354251331905,2.34298604534247e-06,0.00030590616769624165,5
Emergencia,2.779527148827797e-05,5.3390007801582245e-05,0.0,0.0001224393040812997,2
Enterobacter,4.717049131071054e-06,9.892917958135499e-06,0.0,2.2389796014866824e-05,2
Enterocloster,0.019714039164184516,0.01789606704810532,0.0005226373363470312,0.03852451332931939,5
Enterococcus,3.768223094101985e-06,5.661752584561924e-06,0.0,1.3621764009044852e-05,3
Escherichia,0.0012389658575325056,0.0013541886318824733,4.518615944589049e-06,0.0027907168598103535,5
Eshraghiella,1.1273184007485396e-06,2.5207605763600845e-06,0.0,5.636592003742697e-06,1
Eubacterium,0.00024392742728169357,0.0003329847361131561,0.0,0.0007804293736322064,4
Extibacter,1.0644516625725732e-06,1.5372002743115866e-06,0.0,3.351784160294832e-06,2
Faecalibacterium,0.010335177221857512,0.009362624499678831,0.002750498261085964,0.024370635612604184,5
Faecalitalea,1.3350238633801e-06,1.8283924160953913e-06,0.0,3.38710731471726e-06,2
Flavonifractor,0.0014060151715441067,0.0017423350018256059,1.6149868098253455e-05,0.0034342737180390734,5
Frisingicoccus,2.395704127878221e-06,2.8379841287085085e-06,0.0,6.927020597942653e-06,3
Fructilactobacillus,6.480116043236675e-07,1.4489979974764173e-06,0.0,3.2400580216183376e-06,1
Fusicatenibacter,0.00021099618213349952,0.00014926862325253447,1.3388491687671258e-06,0.00039997957646184995,5
Gabonia,3.7234055275274864e-06,3.733326459528839e-06,0.0,7.571181056426817e-06,3
Gabonibacter,3.0960887027739782e-06,6.923064803771757e-06,0.0,1.548044351386989e-05,1
Gemella,1.5142362112853633e-06,3.3859351024258066e-06,0.0,7.571181056426817e-06,1
Gemmiger,3.923102316095438e-05,4.892606528076001e-05,3.2841235876133892e-06,0.00012352979618380597,5
Gordonibacter,2.0602237153183288e-05,2.2300415321995907e-05,0.0,5.3963724980746793e-05,4
Granulicatella,1.7134778180334375e-06,3.831452879060781e-06,0.0,8.567389090167188e-06,1
Haemophilus,0.00012827922724365428,0.00023654296941480566,0.0,0.000549411148364809,3
Hallella,1.3173086991520515e-05,2.879955141318736e-05,0.0,6.468315046606176e-05,2
Holdemanella,1.5486278468128453e-06,1.3045075559602856e-06,0.0,3.5752364376478206e-06,4
Holdemania,0.00010147408196668715,7.90230163513928e-05,0.0,0.00020557609516474968,4
Hoylesella,3.800813310552572e-05,5.169251935319986e-05,0.0,0.00010482922491661938,3
Hungatella,0.0009459095213469633,0.0015686095396708847,6.200251204116967e-05,0.003739991474877918,5
Intestinibacter,1.3764426740651844e-05,2.520226099482248e-05,0.0,5.8577032383933797e-05,4
Intestinimonas,0.0008857015398748771,0.0008158363618389877,0.00010526701589431526,0.0018051289571375515,5
Johnsonella,7.963089297489865e-07,1.0904853699777485e-06,0.0,2.0110704961768993e-06,2
Klebsiella,5.807075018959666e-05,0.00010532630889425805,0.0,0.0002451269845794634,4
Lactobacillus,3.3676467110545835e-06,5.39128830224824e-06,0.0,1.236918800821314e-05,2
Lactococcus,3.9616411791547145e-05,6.758577272607026e-05,0.0,0.0001593932853984593,4
Lactonifactor,8.605115004017141e-06,6.149823539125467e-06,1.7222920011436018e-06,1.854653902029807e-05,5
Lancefieldella,7.969664269922965e-07,1.7820711065398982e-06,0.0,3.984832134961483e-06,1
Leuconostoc,6.77421462943452e-07,1.5147604405589134e-06,0.0,3.38710731471726e-06,1
Leyella,1.21603822984392e-05,1.5711771729468747e-05,0.0,3.8254388495630234e-05,4
Limosilactobacillus,6.57602400436648e-07,1.4704436695433823e-06,0.0,3.28801200218324e-06,1
Longicatena,1.2494708500683702e-05,1.7375911195881452e-05,0.0,4.223922063059172e-05,4
Marvinbryantia,1.3692296141407237e-06,2.130404155545704e-06,0.0,4.853732003222878e-06,2
Massilioclostridium,7.981118805497857e-05,0.00010694992481269779,0.0,0.0002412167334025514,4
Mediterraneibacter,5.549798954229518e-05,4.3026767076107146e-05,7.82860000519819e-06,0.00010066525094752144,5
Merdibacter,4.081050312025237e-06,4.424617131757017e-06,0.0,1.1429756007589357e-05,4
Micrococcus,1.3031077847518317e-06,1.0743134015683814e-06,0.0,2.988624101221112e-06,4
Mobiluncus,2.818296001871349e-07,6.301901440900211e-07,0.0,1.4091480009356743e-06,1
Monoglobus,0.0002433345671148021,0.0001503670471427883,0.0,0.00038314160977654657,4
Morganella,1.1993705305755612e-06,1.8502659701834082e-06,0.0,4.203678192145138e-06,2
Murdochiella,1.6489081150710636e-06,1.5377984326740306e-06,0.0,3.021393700604318e-06,3
Muribaculum,6.698065286222946e-06,8.643315121103965e-06,0.0,2.0667504013723224e-05,3
Muricomes,2.505152001663421e-07,5.601690169689075e-07,0.0,1.2525760008317104e-06,1
Murimonas,1.0845787286590936e-06,1.831585893871356e-06,0.0,4.227444002807023e-06,2
Neglectibacter,2.9605038799211408e-05,3.791152973117549e-05,5.698033072501214e-06,9.304583035135061e-05,5
Neisseria,1.1034655254380989e-06,2.4674239257071126e-06,0.0,5.517327627190494e-06,1
Nocardioides,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Odoribacter,1.599148594860098e-06,9.587783599377813e-07,0.0,2.3485800015594572e-06,4
Oribacterium,5.180281775449927e-07,1.158346219250934e-06,0.0,2.590140887724964e-06,1
