Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Actinomycetaceae,2.234522773529888e-06,1.4561196009668635e-05,2.2332040395771047e-06,0.00014305547364511722,3.0960887027739782e-06
Akkermansiaceae,0.0006685692138401425,0.0,0.0007859564569876363,0.0,0.0
Bacteroidaceae,0.029063320453916488,0.042334876820110355,0.02453831462192972,0.017341590968138875,0.018589920708331542
Barnesiellaceae,0.00011083232956708244,0.004084180622711896,6.0165144125077294e-05,4.961116008027046e-05,3.5981571410616504e-06
Bifidobacteriaceae,3.686962576324315e-06,5.9497360039506245e-06,1.0509195480362845e-06,3.1081690652699564e-05,2.2593079722945246e-06
Butyricicoccaceae,0.0,0.0,0.0,1.1954496404884448e-06,0.0
Christensenellaceae,0.0,4.9633324032956524e-05,0.0,8.567389090167188e-06,0.0
Clostridiaceae,0.02345813180265544,0.005382162503573756,0.033900825510441476,0.01842227744314043,0.0012419499601776052
Coprobacillaceae,0.0005024324456281953,0.00018726011212434073,0.0005506818431710131,0.00023689827042346016,9.463990061722621e-05
Coriobacteriaceae,0.004973824241600177,0.001617858477074258,0.0016218315925069962,0.0008752683784442897,0.0011153450356560638
Eggerthellaceae,1.7876182188239104e-05,0.0,1.6289252994562413e-05,1.2352979618380597e-05,1.5062053148630165e-06
Enterobacteriaceae,2.9048796055888543e-06,2.2859512015178715e-05,3.5205804859215536e-05,2.1916576742288155e-06,0.0
Erysipelotrichaceae,0.032633640941462545,0.012741516224460367,0.03372072417289676,0.020163649086118597,0.003390970232194938
Eubacteriaceae,0.0017311965187922806,0.00177396076117791,0.00047304516155983263,0.0040137221679399536,0.00018325497997500034
Eubacteriales_Family_XIII._Incertae_Sedis,1.5306480998679734e-05,1.565720001039638e-06,6.830977062235851e-06,5.180281775449928e-05,0.0
Fusobacteriaceae,2.234522773529888e-06,1.565720001039638e-06,2.101839096072569e-06,9.962080337403707e-06,0.0
Lachnospraceae,0.09707694255164848,0.09877235026158485,0.06620911381077747,0.09752099608051912,0.029649065876567144
Odoribacteraceae,8.044281984707597e-06,0.006444816668279358,1.7077442655589625e-05,0.01242390963038291,0.00018417543877852774
Oscillospraceae,0.06074538987227132,0.0795614355648288,0.05096762760560723,0.14481298385824198,0.00633133404102669
Oxalobacteraceae,0.0,0.0,0.0,1.394691247236519e-06,0.0
Pasteurellaceae,0.0,2.5051520016634208e-06,0.0,0.0,0.0
Peptostreptococcaceae,0.0027194142153858735,8.611460005718009e-06,0.002625065666051134,7.511408574402394e-05,0.0
Porphyromonadaceae,0.0,1.1429756007589357e-05,0.0,5.578764988946076e-06,0.0
Prevotellaceae,1.7876182188239103e-06,1.7066348011332055e-05,0.0,1.1954496404884448e-06,3.263444848869869e-06
Propionibacteriaceae,0.00015619314186973916,5.542648803680319e-05,0.0,6.296034773239143e-05,0.0
Rikenellaceae,0.0,0.0021428443934228486,0.0,0.0020713157437529787,0.0011449670735150363
Sphingomonadaceae,0.0,7.82860000519819e-06,0.0,0.0,0.0
Streptococcaceae,2.4803202786181757e-05,0.000233605424155114,1.2479669632930879e-05,0.00013488656776844619,2.8450544836301424e-06
Synergistaceae,0.0,1.7379492011539984e-05,0.0,9.762838730655633e-05,0.0
Tannerellaceae,0.00046567454600362866,0.0025929888937217447,0.0001247966963293088,0.0028780450094759305,0.000491525001083631
Turicibacteraceae,0.0,6.732596004470444e-06,0.0,1.534160371960171e-05,0.0
Veillonellaceae,0.00040612451408905713,0.0002703998441795455,0.0002837482779697969,5.69830995299492e-05,0.0006359533551643847
