Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Acidaminococcales,0.0,0.0058135183638601765,0.0,0.0,0.002582389012332642
Actinomycetales,3.351784160294832e-06,1.7066348011332055e-05,2.2332040395771047e-06,0.0001894787680174185,3.0960887027739782e-06
Bacillales,0.0,3.6011560023911676e-06,2.2332040395771047e-06,9.563597123907559e-06,0.0
Bacteroidales,0.6851275862226923,0.7460987737594096,0.7416781950351671,0.6491911189249242,0.917135863568592
Bifidobacteriales,2.055760951647497e-05,6.716938804460047e-05,0.0003850306494117938,0.00011615785673412721,2.2593079722945246e-06
Burkholderiales,2.5697011895593714e-06,0.0026719011817741426,0.0,0.00020521885495051635,1.3388491687671258e-06
Campylobacterales,1.1507792283678923e-05,0.0,4.9918678531723515e-06,0.0,2.0082737531506887e-06
Christensenellales,0.0,4.9633324032956524e-05,1.3136494350453557e-06,1.6537053360090155e-05,0.0
Coriobacteriales,0.004973824241600177,0.001617858477074258,0.0016218315925069962,0.0008947940559056009,0.0011176043436283583
Desulfovibrionales,0.0,0.0028698081899055524,0.0,5.3795233821980016e-05,6.694245843835629e-06
Eggerthellales,0.00017663902524753765,5.354762403555562e-05,0.00011612661005800945,4.3036187057584014e-05,7.773692986154124e-05
Enterobacterales,0.0004038899913155273,0.0004535890843011832,0.003105992724221239,0.002670634496851186,4.518615944589049e-06
Erysipelotrichales,0.033355950428006084,0.013119794176711544,0.03435928916327231,0.02055436187695157,0.00348945932417237
Eubacteriales,0.11225873717956524,0.10752049762339362,0.10120736205925583,0.20019198921226244,0.010942497934406768
Fusobacteriales,2.234522773529888e-06,1.565720001039638e-06,2.101839096072569e-06,9.962080337403707e-06,0.0
Lachnosprales,0.14774832167787633,0.10356392318076646,0.10110318965905674,0.1019459529247871,0.06313744910072011
Lactobacillales,0.00012513327531767373,0.0005999839043983893,2.6010258813898044e-05,0.00040187032081086553,6.694245843835629e-06
Micrococcales,1.117261386764944e-06,1.315204800873296e-05,2.3645689830816404e-06,1.0759046764396004e-05,0.0
Monoglobales,0.0002729469567866758,0.00034383211222830453,0.00021675215678248368,0.00038314160977654657,0.0
Moraxellales,0.0,0.0,0.0,0.0,1.171493022671235e-06
Mycobacteriales,2.9048796055888543e-06,8.924604005925938e-06,9.19554604531749e-06,4.184073741709558e-06,0.0
Neisseriales,0.0,0.0,5.517327627190494e-06,0.0,0.0
Pasteurellales,0.0,0.0005545780243682399,4.755410954864188e-05,4.443087830482053e-05,0.0
Peptostreptococcales,0.002727011592815875,0.00015845086410521138,0.002650813194978023,0.000158596318971467,1.2551710957191805e-06
Propionibacteriales,0.00016848301712415353,9.002890005977919e-05,4.243087675196499e-05,9.962080337403708e-05,5.8993041498801475e-05
Pseudomonadales,0.0,3.6011560023911676e-06,1.4056048954985306e-05,0.0,0.0
Sphingomonadales,0.0,7.82860000519819e-06,0.0,0.0,0.0
Synergistales,1.8993443575004047e-06,2.176350801445097e-05,1.9704741525680337e-06,0.0001201426888690887,0.0
Tissierellales,2.234522773529888e-06,0.0,4.991867853172352e-06,1.77325030005786e-05,0.0
Veillonellales,0.008034338358365388,0.00039784945226417205,0.004822538440995006,0.006285076484867998,0.0009056477845979126
Verrucomicrobiales,0.0023640133682559447,9.394320006237829e-06,0.0027918991443018947,0.0,0.0
Victivallales,7.485651291325125e-06,0.0001648703161094739,4.4664080791542094e-06,0.0,0.0
