Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Actinomycetes,0.00019641455179327715,0.00019634128813037063,0.000441254845231735,0.00042020054863168833,6.434843817386998e-05
Alphaproteobacteria,0.0,7.82860000519819e-06,0.0,0.0,0.0
Bacilli,0.00012513327531767373,0.0006035850604007805,2.824346285347515e-05,0.00041143391793477306,6.694245843835629e-06
Bacteroidia,0.6851275862226923,0.7460987737594096,0.7416781950351671,0.6491911189249242,0.917135863568592
Betaproteobacteria,2.5697011895593714e-06,0.0026719011817741426,5.517327627190494e-06,0.00020521885495051635,1.3388491687671258e-06
Clostridia,0.26300701740704413,0.21163633710452653,0.20517943071950812,0.3026962171191577,0.07408120220622261
Coriobacteriia,0.005150463266847715,0.0016714061011098135,0.0017379582025650055,0.0009378302429631849,0.0011953412734898995
Desulfovibrionia,0.0,0.0028698081899055524,0.0,5.3795233821980016e-05,6.694245843835629e-06
Epsilonproteobacteria,1.1507792283678923e-05,0.0,4.9918678531723515e-06,0.0,2.0082737531506887e-06
Erysipelotrichia,0.033355950428006084,0.013119794176711544,0.03435928916327231,0.02055436187695157,0.00348945932417237
Fusobacteriia,2.234522773529888e-06,1.565720001039638e-06,2.101839096072569e-06,9.962080337403707e-06,0.0
Gammaproteobacteria,0.0004038899913155273,0.001011768264671814,0.003167602882724866,0.002715065375156006,5.690108967260284e-06
Lentispaeria,7.485651291325125e-06,0.0001648703161094739,4.4664080791542094e-06,0.0,0.0
Negativicutes,0.008034338358365388,0.006211367816124348,0.004822538440995006,0.006285076484867998,0.0034880367969305544
Synergistia,1.8993443575004047e-06,2.176350801445097e-05,1.9704741525680337e-06,0.0001201426888690887,0.0
Tissierellia,2.234522773529888e-06,0.0,4.991867853172352e-06,1.77325030005786e-05,0.0
Verrucomicrobiia,0.0023640133682559447,9.394320006237829e-06,0.0027918991443018947,0.0,0.0
