Metabolites which force 56 qualitatively forward -> quantiatively reverse
35:	27	h[c]Proton
28:	25	h[m]Proton
25:	15	h2o[m]Water
20:	13	h2o[c]Water
41:	4	h[x]Proton
384:	4	h2o[x]Water
528:	4	o2[r]Oxygen
729:	4	h[r]Proton
60:	3	nadph[c]Nicotinamide Adenine Dinucleotide Phosphate - Reduced
61:	3	nadp[c]Nicotinamide Adenine Dinucleotide Phosphate
265:	3	h[l]Proton
527:	3	h2o[r]Water
749:	3	nadph[r]Nicotinamide Adenine Dinucleotide Phosphate - Reduced
750:	3	nadp[r]Nicotinamide Adenine Dinucleotide Phosphate
21:	2	o2[c]Oxygen
40:	2	pi[c]Orthophosphate
75:	2	h[e]Proton
290:	2	acald[c]Acetaldehyde
510:	2	etoh[c]Ethanol
5493:	2	fvs[r]fluvastatin
5782:	2	ptvst[r]pitavastatin
23:	1	h2o2[c]Hydrogen Peroxide
29:	1	nadph[m]Nicotinamide Adenine Dinucleotide Phosphate - Reduced
31:	1	nadp[m]Nicotinamide Adenine Dinucleotide Phosphate
38:	1	atp[c]Adenosine Triphosphate
71:	1	nadh[c]Nicotinamide Adenine Dinucleotide - Reduced
72:	1	nad[c]Nicotinamide Adenine Dinucleotide
87:	1	co2[m]Carbon Dioxide
139:	1	pi[l]Orthophosphate
293:	1	atp[m]Adenosine Triphosphate
295:	1	pi[m]Orthophosphate
296:	1	hco3[m]Bicarbonate
368:	1	btcoa[m]Butanoyl Coenzyme A
412:	1	datp[c]Deoxyadenosine Triphosphate
807:	1	dag_hs[c]Diglyceride
963:	1	cdp[c]Cytidine-5'-DIphosphate
964:	1	dgtp[c]Deoxyguanosine-5'-Triphosphate
974:	1	dctp[c]Deoxycytidine-5'-Triphosphate
981:	1	cdp[m]Cytidine-5'-DIphosphate
1031:	1	datp[m]Deoxyadenosine Triphosphate
1091:	1	dctp[m]Deoxycytidine-5'-Triphosphate
1094:	1	dgtp[m]Deoxyguanosine-5'-Triphosphate
1096:	1	dttp[m]Deoxythymidine-5'-Triphosphate
1136:	1	dttp[c]Deoxythymidine-5'-Triphosphate
1306:	1	ksii_core4[e]Keratan Sulfate Ii (Core 4-Linked)
1370:	1	s2l2fn2m2masn[e]Pa6
1458:	1	occoa[c]Octanoyl Coenzyme A (N-C8:0 Coenzyme A)
1469:	1	occoa[m]Octanoyl Coenzyme A (N-C8:0 Coenzyme A)
1493:	1	glyald[c]D-Glyceraldehyde
1532:	1	s2l2fn2m2masn[l]Pa6
1570:	1	glyc3p[c]Glycerol 3-Phosphate
1651:	1	gd3_hs[c]Gd3
1757:	1	glyc3p[m]Glycerol 3-Phosphate
1763:	1	glyc[c]Glycerol
1764:	1	glyc[m]Glycerol
1891:	1	ksii_core4[l]Keratan Sulfate Ii (Core 4-Linked)
2240:	1	sphmyln_hs[g]Sphingomyelin 
2241:	1	sphmyln_hs[l]Sphingomyelin 
2269:	1	thmpp[c]Thiamine Diphosphate
2271:	1	thmpp[m]Thiamine Diphosphate
2394:	1	glyald[m]D-Glyceraldehyde
2562:	1	btcoa[c]Butanoyl Coenzyme A
2903:	1	h2o2[r]Hydrogen Peroxide
4249:	1	sphmyln_hs[e]Sphingomyelin 
4623:	1	dag_hs[g]Diglyceride
4637:	1	gd3_hs[m]Gd3
4750:	1	sphmyln_hs[r]Sphingomyelin 
4851:	1	M00603[c]4-Pregnene-11Beta,17Alpha-Diol-3,20-Dione
4852:	1	M00285[c]11Beta-Hydroxyprogesterone
5053:	1	M00049[x](2E)-Hexacosenoyl Coenzyme A
5054:	1	M00783[x]3-Hydroxyhexacosanoyl Coenzyme A
5079:	1	M00044[m](2E)-Heneicosenoyl Coenzyme A
5080:	1	M00778[m]3-Hydroxyheneicosanoyl Coenzyme A
5082:	1	M00054[m](2E)-Nonadecenoyl Coenzyme A
5083:	1	M00790[m]3-Hydroxynonadecanoyl Coenzyme A
5085:	1	M00046[m](2E)-Heptadecenoyl Coenzyme A
5086:	1	M00780[m]3-Hydroxyheptadecanoyl Coenzyme A
5088:	1	M00061[m](2E)-Pentadecenoyl Coenzyme A
5089:	1	M00795[m]3-Hydroxypentadecanoyl Coenzyme A
5091:	1	M00069[m](2E)-Tridecenoyl Coenzyme A
5092:	1	M00804[m]3-Hydroxytridecanoyl Coenzyme A
5094:	1	M00071[m](2E)-Undecenoyl Coenzyme A
5095:	1	M00806[m]3-Hydroxyundecanoyl Coenzyme A
5097:	1	M00056[m](2E)-Nonenoyl Coenzyme A
5098:	1	M00792[m]3-Hydroxynonanoyl Coenzyme A
5100:	1	M00048[m](2E)-Heptenoyl Coenzyme A
5101:	1	M00782[m]3-Hydroxyheptanoyl Coenzyme A
5103:	1	M00063[m](2E)-Pentenoyl Coenzyme A
5104:	1	M00797[m]3-Hydroxypentanoyl Coenzyme A
5112:	1	M03019[m]Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A
5113:	1	M00172[m](S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A
5115:	1	M03022[m]Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A
5116:	1	M01573[m]Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A
5118:	1	M03014[m]Trans,Cis-2,13-Eicosadienoyl Coenzyme A
5119:	1	M00702[m]3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A
5121:	1	M03024[m]Trans,Cis-Octadeca-2,11-Dienoyl Coenzyme A
5122:	1	M00170[m](S)-3-Hydroxy-11-Cis-Octadecenoyl Coenzyme A
5124:	1	M03016[x]Trans,Cis-2,17-Hexacosadienoyl Coenzyme A
5125:	1	M00715[x]3(S)-Hydroxy-Hexacosenoyl Coenzyme A
5142:	1	M03019[x]Trans,Cis-Hexadeca-2,7-Dienoyl Coenzyme A
5143:	1	M00172[x](S)-3-Hydroxy-7-Hexadecenoyl Coenzyme A
5146:	1	M03022[x]Trans,Cis-Myristo-2,5-Dienoyl Coenzyme A
5147:	1	M01573[x]Cis-(3S)-Hydroxytetradec-5-Enoyl Coenzyme A
5441:	1	3hlvst[c]3''-hydroxy-lovastatin lactone form
5442:	1	3hlvstacid[c]3''-hydroxy-lovastatin acid form
5453:	1	3hsmv[c]3'-hydroxy-simvastatin-lactone form
5454:	1	3hsmvacid[c]3'-hydroxy-simvastatin-acid form
5489:	1	5ohfvs[r]5-hydroxy-fluvastatin
5505:	1	6csmv[c]6'-beta-carboxy-simvastatin-lactone form
5506:	1	6csmvacid[c]6'-beta-carboxy-simvastatin-acid form
5512:	1	6hlvst[c]6'-beta-hydroxy-lovastatin lactone form
5513:	1	6hlvstacid[c]6'-beta-hydroxy-lovastatin-acid form
5515:	1	6hmsmv[c]6'-beta-hydroxy-methyl-simvastatin-lactone form
5516:	1	6hmsmvacid[c]6'-beta-hydroxy-methyl-simvastatin-acid form
5519:	1	6hsmv[c]6'-beta-hydroxy simvastatin lactone
5520:	1	6hsmvacid[c]6'-beta-hydroxy simvastatin acid
