Taxon,mean,SD,minimum,maximum,non_zero_count
Actinomycetota,0.002402311751787312,0.001688350471754189,0.0012596897116637694,0.0053468778186409925,5
Bacteroidetes,0.7478478246034221,0.10291518969555943,0.6491923143745646,0.917135863568592,5
Campylobacterota,3.7015867780003926e-06,4.818518133204778e-06,0.0,1.1507792283678923e-05,3
Firmicutes,0.2383040932557668,0.0969449455487533,0.08106539257316936,0.32996482190191256,5
Fusobacteriota,3.1728324416091605e-06,3.8977883109882405e-06,0.0,9.962080337403707e-06,4
Lentispaerota,3.536447509599065e-05,7.246546490630552e-05,0.0,0.0001648703161094739,3
Pseudomonadota,0.0020396782275101696,0.0017020379115853213,7.02895813602741e-06,0.0036914980464511546,5
Saccharibacteria,1.6562731893049725e-06,2.3918177767661924e-06,0.0,5.77800659569415e-06,3
Synergistota,2.9155203078721626e-05,5.1636413785129714e-05,0.0,0.0001201426888690887,4
Thermodesulfobacteriota,0.0005860595339142736,0.0012768524680341193,0.0,0.0028698081899055524,3
Verrucomicrobiota,0.0010330613665128154,0.0014183854690799165,0.0,0.0027918991443018947,3
