Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
panAcetivibrio_ethanolgignens,1.493193976606326e-05,5.176642127945024e-06,7.098565954466418e-06,0.0,0.0
panAcinetobacter_johnsonii,0.0,0.0,0.0,0.0,1.251077043290304e-06
panActinomyces_graevenitzii,0.0,0.0,0.0,5.428789958910092e-06,0.0
panActinomyces_naeslundii,1.508276744046794e-06,0.0,0.0,6.333588285395107e-06,0.0
panAcutalibacter_muris,6.0783552785085796e-05,0.0,1.6225293610208955e-05,0.0,0.0
panAdlercreutzia_equolifaciens,8.114528882971752e-05,3.537372120762433e-05,3.3971708496374996e-05,1.5079972108083589e-05,7.95327548948836e-05
panAdlercreutzia_mucosicola,3.469036511307626e-06,0.0,0.0,0.0,1.876615564935456e-06
panAeromicrobium_massiliense,0.0,2.1569342199770934e-06,0.0,0.0,0.0
panAgathobacter_rectalis,0.0006212591908728745,0.001944907586153345,0.0004012379899024589,0.0006617091761027078,1.251077043290304e-05
panAgathobaculum_desmolans,1.1161247905946275e-05,1.0353284255890048e-05,2.5521034741057834e-05,4.222392190263405e-06,3.2170552541750675e-06
panAggregatibacter_aphrophilus,0.0,2.1569342199770934e-06,0.0,0.0,0.0
panAggregatibacter_segnis,0.0,1.5098539539839654e-06,0.0,0.0,0.0
panAkkermansia_muciniphila,0.00228880995909101,1.294160531986256e-05,0.002580835764873862,0.0,0.0
panAlcaligenes_faecalis,0.0,2.1569342199770934e-06,0.0,0.0,0.0
panAlistipes_communis,0.0,0.0007068273438864935,0.0,0.02615198922928072,5.629846694806368e-05
panAlistipes_finegoldii,0.001487160869630139,0.010637783879505027,0.0004962235629122238,0.0038303129154532317,0.0015854720644326123
panAlistipes_ihumii,0.0,2.8040144859702213e-06,0.0,0.0,1.9659782108847634e-06
panAlistipes_indistinctus,0.0,0.00020620291142981013,0.0,0.0016087314244903573,0.0
panAlistipes_inops,0.0003456970297355252,0.000815536828573339,0.00012287279640231156,0.00010103581312416004,0.0
panAlistipes_onderdonkii,4.962230487913952e-05,0.006061847931823623,2.4506953890419776e-05,0.05901848683940674,0.0008828135793332081
panAlistipes_provencensis,0.0,0.00138324191527131,0.0,3.408073696426891e-05,0.00038274021260088374
panAlistipes_putredinis,0.0,0.05789427139840516,1.8253455311485075e-05,0.014385086993343097,0.0004375195145678092
panAlistipes_senegalensis,0.0,0.00028536239730296944,0.0,0.00019392844130995495,0.04488712514827497
panAlistipes_shahii,1.3574490696421146e-06,0.012478511542833479,2.5352021265951493e-06,0.0009277198840893023,0.002610640338763067
panAlistipes_timonensis,0.0,9.598357278898065e-05,0.0,5.730389401071764e-05,0.0016753708862576157
panAllisonella_histaminiformans,0.0,0.0,0.0,0.0,0.000278185916840194
panAlloprevotella_tannerae,0.0,6.082554500335403e-05,0.0,0.0,0.0
panAmedibacillus_dolichus,0.0,3.019707907967931e-06,0.0,0.0,0.0
panAnaerobutyricum_hallii,0.0020213924923715132,0.00018053539421208271,0.00039566054522394964,0.0,0.0
panAnaerococcus_obesiensis,0.0,0.0,0.0,6.635187727556779e-06,0.0
panAnaerococcus_vaginalis,0.0,0.0,0.0,7.5399860540417946e-06,0.0
panAnaerofustis_stercorihominis,2.7148981392842293e-06,0.0,1.3521078008507462e-06,0.0,0.0
