Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
Acetivibrio,1.493193976606326e-05,5.176642127945024e-06,7.098565954466418e-06,0.0,0.0
Acinetobacter,0.0,0.0,0.0,0.0,1.251077043290304e-06
Actinomyces,1.508276744046794e-06,0.0,0.0,1.17623782443052e-05,0.0
Acutalibacter,6.0783552785085796e-05,0.0,1.6225293610208955e-05,0.0,0.0
Adlercreutzia,8.461432534102514e-05,3.537372120762433e-05,3.3971708496374996e-05,1.5079972108083589e-05,8.140937045981906e-05
Aeromicrobium,0.0,2.1569342199770934e-06,0.0,0.0,0.0
Agathobacter,0.0006212591908728745,0.001944907586153345,0.0004012379899024589,0.0006617091761027078,1.251077043290304e-05
Agathobaculum,1.1161247905946275e-05,1.0353284255890048e-05,2.5521034741057834e-05,4.222392190263405e-06,3.2170552541750675e-06
Aggregatibacter,0.0,3.666788173961059e-06,0.0,0.0,0.0
Akkermansia,0.00228880995909101,1.294160531986256e-05,0.002580835764873862,0.0,0.0
Alcaligenes,0.0,2.1569342199770934e-06,0.0,0.0,0.0
Alistipes,0.0018838376533144457,0.09056837373630616,0.0006643919706430354,0.10630867617147255,0.05251994618938911
Allisonella,0.0,0.0,0.0,0.0,0.000278185916840194
Alloprevotella,0.0,6.082554500335403e-05,0.0,0.0,0.0
Amedibacillus,0.0,3.019707907967931e-06,0.0,0.0,0.0
Anaerobutyricum,0.0020213924923715132,0.00018053539421208271,0.00039566054522394964,0.0,0.0
Anaerococcus,0.0,0.0,0.0,1.4175173781598574e-05,0.0
Anaerofustis,2.7148981392842293e-06,0.0,1.3521078008507462e-06,0.0,0.0
Anaeroglobus,4.072347208926344e-06,0.0,1.3521078008507462e-06,1.8095966529700307e-06,0.0
Anaerostipes,0.0023260643946689656,5.413904892142504e-05,0.0007245607677808936,0.0004252552134479572,0.00014449939850003012
Anaerotignum,0.007032189491443772,0.00029959816315481826,0.0032577347326747668,4.644631409289745e-05,2.5915167325299155e-06
Anaerotruncus,0.00455182838585882,0.00037012991214806923,0.002894524774671235,0.00013722774618356065,3.860466305010081e-05
Bacteroides,0.3081587364743398,0.41042856126016725,0.5245698269031593,0.31147018870473897,0.405150666314697
Barnesiella,0.0,0.0030169038934819608,0.0,1.8397565971861977e-05,0.00020017232692644865
Bifidobacterium,2.277497883510659e-05,8.174780693713184e-05,0.0004919982260345653,0.00012878296180303384,0.0
Bilophila,0.0,0.0010178572584071904,0.0,8.143184938365139e-05,7.149011675944595e-06
Blautia,0.0004669624799568874,0.0004738784481289674,0.0001820275126895317,0.0007030282996788569,0.00020937667945922732
Brevibacterium,0.0,0.0,1.3521078008507462e-06,0.0,0.0
Butyricicoccus,1.02562818595182e-05,2.6745984327715957e-05,9.971795031274253e-06,1.8397565971861977e-05,0.0
Butyricimonas,0.0,1.8549634291803005e-05,0.0,0.000235247564886104,1.429802335188919e-05
Campylobacter,1.5535250463681976e-05,0.0,6.4225120540410445e-06,0.0,2.144703502783378e-06
Christensenella,0.0,0.0,1.6901347510634327e-06,1.206397768646687e-05,0.0
Citrobacter,0.0,0.0,0.0,1.1460778802143527e-05,0.0
Cloacibacillus,0.0,6.039415815935862e-06,0.0,3.408073696426891e-05,0.0
Clostridioides,7.843039069043329e-06,9.274817145901501e-06,3.042242551914179e-06,4.825591074586749e-06,0.0
Clostridium,0.010659142577853099,0.001214785352691099,0.00558843055439124,0.0003887616809463949,0.00012117574790726088
Colibacter,1.8099320928561527e-06,0.0,0.0,0.0,0.0
Collinsella,0.0,0.0,0.0,2.35247564886104e-05,2.4127914406313007e-06
Coprobacillus,6.334762324996535e-06,2.3726276419748025e-06,3.042242551914179e-06,0.0,0.0
Coprobacter,9.125074301483103e-05,0.00010763101757685696,7.825323897423694e-05,2.714394979455046e-05,3.306417900124375e-05
Coprococcus,3.107050092736396e-05,0.00011647444787876306,5.915471628722015e-06,0.00042404881567931056,0.0
Corynebacterium,3.921519534521664e-06,1.2294525053869433e-05,1.183094325744403e-05,6.3335882853951065e-06,0.0
Culturomica,3.6198641857123054e-06,4.745255283949605e-06,4.901390778083955e-06,1.4175173781598574e-05,9.910317435778195e-05
Cuneatibacter,4.585161301902254e-05,0.0,1.2845024108082089e-05,0.0,1.3404396892396114e-06
Cutibacterium,1.6591044184514735e-05,4.3354377821539576e-05,5.4591352459348884e-05,5.5494297357747604e-05,6.300066539426173e-05
Delftia,0.0,0.0,0.0,3.015994421616718e-06,0.0
Dellaglioa,0.0,0.0,0.0,1.8095966529700307e-06,0.0
Desulfitobacterium,0.0,0.0,8.450673755317165e-06,0.0,0.0
Desulfovibrio,0.0,0.002935587473388824,0.0,0.0,0.0
Dialister,0.010251304546262845,0.0,0.005817950853585655,0.009347169911474532,8.132000781386977e-06
Dorea,0.00022367744114213953,0.0003692671384600784,5.6450500685518656e-05,2.0810361509155353e-05,0.0
Ectopseudomonas,0.0,3.019707907967931e-06,1.4535158859145523e-05,0.0,0.0
Eggerthella,5.686203325056413e-05,2.1569342199770934e-05,5.3239244658498135e-05,2.4127955372933743e-05,0.0
Eisenbergiella,0.0004129661725200122,2.243211588776177e-05,0.00034428044879162125,6.212948508530439e-05,2.502154086580608e-06
Emergencia,0.0,0.0001686722560022087,0.0,2.5032753699418757e-05,0.0
Enterobacter,0.0,3.084415934567244e-05,0.0,1.8095966529700307e-06,0.0
Enterocloster,0.052007192066826316,0.0007199846426283538,0.0381948481988572,0.0008170328888159688,0.03128675597331203
Enterococcus,3.3182088369029466e-06,1.876532771380071e-05,0.0,0.0,2.9489673163271454e-06
Escherichia,0.0005378514869270868,0.0005086050890705986,0.0035905222651591564,0.003984128630955684,4.8255828812626015e-06
Eshraghiella,0.0,7.764963191917537e-06,0.0,0.0,0.0
Eubacterium,9.049660464280763e-05,0.0004913496153107818,1.9943590062548507e-05,0.0011813650149472684,0.0
Extibacter,4.524830232140382e-06,0.0,2.5352021265951493e-06,0.0,0.0
Faecalibacterium,0.008687824873383938,0.021064403898874297,0.0036391981459897834,0.03689073896688921,0.002937350172353735
Faecalitalea,0.0,4.529561861951896e-06,0.0,5.12719051674842e-06,0.0
Flavonifractor,0.004298437892858958,0.00039644450963178976,0.004418519279705132,0.00016316529820946442,1.7246990668216335e-05
Frisingicoccus,9.351315813090122e-06,3.882481595958768e-06,2.8732290768078355e-06,0.0,0.0
Fructilactobacillus,4.374002557735702e-06,0.0,0.0,0.0,0.0
Fusicatenibacter,0.0005399630743687522,0.00019282991926595214,0.0003174073062497127,0.00040414325249664017,1.4298023351889188e-06
Gabonia,4.97731325535442e-06,1.013759083389234e-05,0.0,1.1460778802143527e-05,0.0
Gabonibacter,0.0,0.0,0.0,0.0,1.6532089500621873e-05
Gemella,0.0,0.0,0.0,1.1460778802143527e-05,0.0
Gemmiger,9.502143487494803e-06,4.5942698885512086e-05,4.225336877658582e-06,0.0001869916541402365,3.091947549846037e-05
Gordonibacter,7.284976673746015e-05,1.682408691582133e-05,4.123928792594776e-05,7.238386611880123e-06,0.0
Granulicatella,0.0,0.0,0.0,1.2968776012951887e-05,0.0
Haemophilus,0.0,0.0007568682177899621,6.118287798849626e-05,6.725667560205281e-05,0.0
Hallella,0.0,0.0,1.5211212759570896e-06,0.0,6.907732531881464e-05
Holdemanella,4.826485580949741e-06,2.3726276419748025e-06,1.3521078008507462e-06,2.1111960951317023e-06,0.0
Holdemania,0.0002775229209046101,0.00020749707196179637,0.0001058024354165709,0.00010435340698793844,0.0
Hoylesella,0.0,2.8040144859702213e-06,0.00013487275313486195,0.0,8.882647007361158e-05
Hungatella,0.0006272922978490616,8.54145951110929e-05,0.0003322804920590709,0.00030974262710003694,0.003994063460704296
Intestinibacter,2.4132427904748704e-06,9.92189741189463e-06,0.0,8.86702359955315e-05,1.3404396892396114e-06
Intestinimonas,0.0023333041230403904,0.0004210335597395286,0.000622814655766875,0.0027324909459847464,0.00011241820860422875
Johnsonella,2.7148981392842293e-06,0.0,2.5352021265951493e-06,0.0,0.0
Klebsiella,3.469036511307626e-06,4.421715150953041e-05,0.00031537914454843655,1.5984770434568605e-05,0.0
Lactobacillus,6.033106976187176e-06,1.7039780337819038e-05,0.0,0.0,0.0
Lactococcus,3.107050092736396e-05,1.8333940869805296e-05,3.042242551914179e-06,0.00024127955372933743,0.0
Lactonifactor,2.503739395117678e-05,2.3726276419748025e-06,1.0478835456593282e-05,1.2365577128628542e-05,6.880923738096672e-06
Lancefieldella,0.0,0.0,0.0,6.031988843233436e-06,0.0
Leuconostoc,0.0,0.0,0.0,5.12719051674842e-06,0.0
Leyella,0.0,2.0490875089782388e-05,1.6901347510634327e-06,5.7907092895040984e-05,6.7915610921473645e-06
Limosilactobacillus,0.0,4.529561861951896e-06,0.0,0.0,0.0
Longicatena,6.334762324996535e-06,1.8333940869805293e-05,2.8732290768078355e-06,6.393908173827442e-05,0.0
Marvinbryantia,0.0,6.686496081928989e-06,0.0,3.015994421616718e-06,0.0
Massilioclostridium,0.0003256369490397028,4.0981750179564775e-06,0.00017797118928697948,2.5032753699418757e-05,0.0
Mediterraneibacter,0.00013589573463861613,1.0784671099885467e-05,8.636588577934143e-05,1.9302364298346995e-05,9.517121793601242e-05
Merdibacter,1.8099320928561527e-06,1.5745619805832783e-05,0.0,5.730389401071763e-06,4.110681713668142e-06
Micrococcus,1.508276744046794e-06,1.5098539539839654e-06,1.6901347510634327e-06,4.523991632425077e-06,0.0
Mobiluncus,0.0,1.941240797979384e-06,0.0,0.0,0.0
Monoglobus,0.0003684720085706318,0.0004736627547069697,0.0002788722339254664,0.0005799757272768948,0.0
Morganella,0.0,0.0,5.408431203402985e-06,2.714394979455046e-06,0.0
Murdochiella,3.0165534880935877e-06,0.0,3.887309927445895e-06,4.523991632425077e-06,0.0
Muribaculum,0.0,2.8471531703697634e-05,0.0,5.730389401071763e-06,9.651165762525203e-06
Muricomes,0.0,1.7255473759816746e-06,0.0,0.0,0.0
Murimonas,0.0,5.823722393938152e-06,0.0,1.8095966529700307e-06,0.0
Neglectibacter,7.69221139463865e-06,5.0903647591459404e-05,8.112646805104478e-06,0.0001408469394895007,6.434110508350135e-06
Neisseria,0.0,0.0,7.098565954466418e-06,0.0,0.0
Nocardioides,0.0,2.1569342199770934e-06,0.0,0.0,0.0
Odoribacter,2.8657258136889087e-06,3.23540132996564e-06,2.7042156017014924e-06,0.0,1.5191649811382264e-06
Oribacterium,0.0,0.0,0.0,3.920792748101733e-06,0.0
Oxalobacter,0.0,0.00015292663619637591,0.0,0.00030280583993031845,0.0
Pantoea,0.0,6.902189503926698e-06,0.0,0.0,0.0
Parabacteroides,0.0028450624222954675,0.045228537965277676,0.0027652294662148824,0.024671135968266915,0.0022743687020558233
Paraprevotella,0.0012963638615082194,0.00044324998220529263,0.00045312512676010634,2.35247564886104e-05,6.023042336983321e-05
Parascardovia,0.0,2.588321063972512e-06,0.0,0.0,0.0
Parasutterella,2.1115874416655116e-06,0.003517959712782639,0.0,0.0,0.0
Peptacetobacter,0.0,1.8549634291803002e-05,0.0,0.0,0.0
Peptoniphilus,0.0,0.0,2.5352021265951493e-06,8.143184938365139e-06,0.0
Peptostreptococcus,0.0,0.0,3.0084398568929104e-05,7.841585496203466e-06,0.0
Phascolarctobacterium,0.0,0.008008696758774948,0.0,0.0,0.0027578206166415766
Phocaeicola,0.5705881811735992,0.3984142219614728,0.3937069184651954,0.48689309144253806,0.49665756895355806
