Taxon,mean,SD,minimum,maximum,non_zero_count
_Bacteroides_pectinophilus,3.733449629915965e-05,4.8574046369540944e-05,1.0878149496232897e-06,0.00012273282975681368,5
_Clostridiaceae_bacterium,0.007989161757955065,0.006299507540466597,0.0005541998777965422,0.016657793773779486,5
_Clostridium_innocuum,0.006103975238960019,0.00362739323763528,0.0010911620725452076,0.00988631083306696,5
_Clostridium_leptum,0.001511264082271764,0.0011005860051009736,0.0008702271765778308,0.003440159535987939,5
_Clostridium_methylpentosum,9.46885253853786e-06,7.88784539345807e-06,0.0,2.0557609516474967e-05,4
_Erysipelotrichaceae_bacterium,0.008999924752145543,0.011632405150918018,0.00028151645618692693,0.022200149992492493,5
_Eubacterium_brachy,3.332011612338431e-06,3.569356453267436e-06,0.0,8.602912678090069e-06,3
_Eubacterium_saphenum,1.8924464268369822e-06,2.942842455561157e-06,0.0,6.703568320589664e-06,2
_Eubacterium_siraeum,0.005903691210847307,0.010715198338793317,7.592893734562155e-05,0.024791923640461837,5
_Eubacterium_sulci,9.876741124115487e-06,2.1220633541838525e-05,0.0,4.7817985619537795e-05,2
_Lachnospraceae_bacterium,0.012560099037387872,0.008894198328407243,0.004303228584563638,0.02219969906547717,5
_OL,1.9924160674807413e-06,4.455177766349746e-06,0.0,9.962080337403707e-06,1
_Oscillospraceae_bacterium,0.0319274850840519,0.027849463250318215,0.001977061831903805,0.0765155512058899,5
_bacterium,0.09185094356340816,0.04307430436871952,0.018529672495737018,0.13033608871192692,5
_bacterium_2_2_44A,0.00031213190113153294,0.0006979481488763511,0.0,0.0015606595056576647,1
_bacterium_21,0.0005490657233698617,0.0007959759367942372,0.0,0.0018104420372021335,4
_bacterium_3_1_57FAA_CT1,9.152490703102244e-06,8.616908739184412e-06,0.0,2.3311267989524673e-05,4
_bacterium_5_2_54FAA,3.739305687945117e-05,5.442288745101041e-05,0.0,0.00013273065274767534,4
_bacterium_6_1_37FAA,9.706808301214849e-06,1.549456637708998e-05,0.0,3.552891209912522e-05,2
_bacterium_D16,9.159306670811972e-05,8.494279004642398e-05,9.622978400513716e-06,0.00023203970415407437,5
_bacterium_I46,3.150677110677142e-05,7.045128194626718e-05,0.0,0.0001575338555338571,1
_bacterium_KB18,1.9200328311950264e-06,2.198897171999934e-06,0.0,5.180281775449928e-06,3
_bacterium_MS3,7.839218733231555e-06,1.4554388450690412e-05,0.0,3.349806059365657e-05,2
_bacterium_oral_taxon_082,2.8450544836301424e-07,6.361735225087561e-07,0.0,1.4225272418150712e-06,1
_bacterium_oral_taxon_500,2.0110704961768993e-07,4.4968903369957773e-07,0.0,1.0055352480884496e-06,1
Acetivibrio_ethanolgignens,4.067188671731714e-06,4.587879215447097e-06,0.0,1.1060887728972945e-05,3
Acinetobacter_johnsonii,2.3429860453424702e-07,5.239076067719168e-07,0.0,1.171493022671235e-06,1
Actinomyces_Actinomyces_sp,2.5823550869853083e-05,4.567483608645351e-05,2.2332040395771047e-06,0.00010699274282371581,5
Actinomyces_graevenitzii,7.172697842930668e-07,1.6038639958859083e-06,0.0,3.5863489214653343e-06,1
Actinomyces_naeslundii,1.0602670256949003e-06,1.8120371997795593e-06,0.0,4.184073741709557e-06,2
Actinomyces_sp_HPA0247,1.9525677461311265e-06,4.3660742110227515e-06,0.0,9.762838730655633e-06,1
Actinomyces_sp_ICM47,3.2277140293188007e-06,7.2173879814865874e-06,0.0,1.6138570146594003e-05,1
Actinomyces_sp_ph3,2.032264388830356e-06,4.5442813216767405e-06,0.0,1.0161321944151781e-05,1
Acutalibacter_muris,1.1527333692612531e-05,1.9506081036925667e-05,0.0,4.502563388662724e-05,2
Adlercreutzia_equolifaciens,3.9325277923898156e-05,2.6845607797546675e-05,9.962080337403707e-06,7.447348501267137e-05,5
Adlercreutzia_mucosicola,8.653881447132447e-07,1.219300186423375e-06,0.0,2.569701189559371e-06,2
Adlercreutzia_muris,3.012410629726033e-07,6.735954944210359e-07,0.0,1.5062053148630165e-06,1
Aeromicrobium_massiliense,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Agathobacter_rectalis,0.0005265442162915353,0.0005261246856682752,1.171493022671235e-05,0.0014118097249374417,5
Agathobaculum_desmolans,8.284217972086958e-06,6.928610324320976e-06,2.789382494473038e-06,1.9836106469184873e-05,5
Aggregatibacter_aphrophilus,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Aggregatibacter_segnis,2.1920080014554932e-07,4.901478898477941e-07,0.0,1.0960040007277466e-06,1
Akkermansia_muciniphila,0.0007421562323472597,0.001017895602790537,0.0,0.002005942687314258,3
Akkermansia_sp_KLE1798,0.0002909051341655557,0.00040049449451771003,0.0,0.0007859564569876363,2
Alcaligenes_faecalis,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Alistipes_communis,0.0035684485186186304,0.0076660331313516345,0.0,0.017276438962732257,3
Alistipes_finegoldii,0.0026448532904648258,0.0029420152963246463,0.00038568747412931644,0.007721974473127391,5
Alistipes_ihumii,7.752707216812655e-07,1.063808475723111e-06,0.0,2.0354360013515293e-06,2
Alistipes_indistinctus,0.00024248751249872336,0.00046310139241085977,0.0,0.0010627547303942275,2
Alistipes_inops,0.0002020646588856029,0.00023741454041755337,0.0,0.0005919987323930872,4
Alistipes_onderdonkii,0.008854270961498413,0.016942310834749126,1.9047916808157657e-05,0.038988593816496886,5
Alistipes_provencensis,0.00027700074501872045,0.00043402613946318726,0.0,0.00100409623666672,3
Alistipes_putredinis,0.01039047869658046,0.018143919081097463,0.0,0.04202549054790493,4
Alistipes_senegalensis,0.008473400847095731,0.018759893913800573,0.0,0.0420317471262021,3
Alistipes_shahii,0.002423714867959006,0.0038415436976280133,1.0055352480884496e-06,0.009058159922014619,5
Alistipes_sp_HGB5,0.0009360776919415661,0.0009184275565234144,0.0,0.002050793858257927,3
Alistipes_sp_cv1,0.00013574775019660652,0.0002676788357334676,0.0,0.0006134490964073302,3
Alistipes_timonensis,0.00033526539176625557,0.0006901803563731142,0.0,0.0015687965135028797,3
Allisonella_histaminiformans,5.209796827965078e-05,0.00011649459856292692,0.0,0.0002604898413982539,1
Allofournierella_massiliensis,3.5487790903163214e-05,6.26219057538451e-05,1.0878149496232897e-06,0.00014639482009720615,5
Alloprevotella_tannerae,8.830660805863559e-06,1.9745957848153988e-05,0.0,4.4153304029317796e-05,1
Amedibacillus_dolichus,4.3840160029109864e-07,9.802957796955881e-07,0.0,2.1920080014554933e-06,1
Amedibacterium_intestinale,7.685175860199474e-06,1.1297820960521454e-05,0.0,2.5026655063534744e-05,2
Anaerobutyricum_hallii,0.00038718596147470266,0.0006332948412285444,0.0,0.0014973537105423779,3
Anaerococcus_obesiensis,8.766630696915261e-07,1.960278217193888e-06,0.0,4.383315348457631e-06,1
Anaerococcus_vaginalis,9.962080337403707e-07,2.227588883174873e-06,0.0,4.9810401687018535e-06,1
Anaerofustis_stercorihominis,6.123980088426368e-07,9.046656607368627e-07,0.0,2.0110704961768993e-06,2
Anaeroglobus_geminatus,1.0525949865580157e-06,1.2342670828358115e-06,0.0,3.016605744265349e-06,3
Anaerostipes_caccae,3.0043438563757637e-05,5.901079810632153e-05,0.0,0.00013530744411852764,3
Anaerostipes_hadrus,0.0005183045024626919,0.000703826827540946,0.0,0.0017122030752172767,4
Anaerotignum_lactatifermentans,0.0015980852883481357,0.002280961711261233,2.4266641183904153e-06,0.0052077787759887565,5
Anaerotignum_propionicum,2.681427328235866e-07,5.995853782661037e-07,0.0,1.3407136641179328e-06,1
Anaerotruncus_Anaerotruncus_sp,0.00012287423848866263,0.00025630325698584584,2.34298604534247e-06,0.0005811952643859136,5
Anaerotruncus_colihominis,0.0012034041144764179,0.0015224264409710083,3.6148927556712394e-05,0.0033717831391179244,5
Bacteroides_Bacteroides_avicola,7.147544914727176e-06,6.520176967552935e-06,0.0,1.440462400956467e-05,4
Bacteroides_acidifaciens,0.00013704750376217,0.00011659603270646184,2.0222431100445486e-05,0.00027995073618588726,5
Bacteroides_caccae,0.013892815964432675,0.007785692471391643,0.005297407770446277,0.025781664671594044,5
Bacteroides_caecimuris,0.000528122330590043,0.0004350029237542153,0.00020581657977076058,0.0010909936967244199,5
Bacteroides_cellulosilyticus,0.019205512072516286,0.04041176744661959,0.00019205723238489386,0.09144290179271809,5
Bacteroides_clarus,0.00010037798783839788,0.00012016749448811395,9.762838730655633e-06,0.0003050022562025215,5
Bacteroides_eggerthii,0.0009399852408150542,0.0010763029766042236,0.00014010457790032397,0.0022048469054640183,5
Bacteroides_faecis,0.0004885286688136581,0.00017279386646371517,0.00020082737531506887,0.0006286365804174147,5
Bacteroides_finegoldii,0.004033540525778143,0.007596288371913555,3.954084799486521e-05,0.017497085074325375,5
Bacteroides_fluxus,0.000201937269138419,0.0002589823816101899,7.515456004990263e-06,0.0006363717455296244,5
Bacteroides_fragilis,0.017685302053043153,0.01871376482317694,0.0008375338331368851,0.044938545918814625,5
Bacteroides_gallinarum,0.003299212843864784,0.007203959583695523,1.0292402984897279e-05,0.01618578708274736,5
Bacteroides_graminisolvens,7.190786934902572e-06,5.54810583209071e-06,2.1916576742288155e-06,1.597034401060431e-05,5
Bacteroides_helcogenes,4.492818856956046e-06,3.87802504774406e-06,1.7077442655589625e-06,1.0376081057945224e-05,5
Bacteroides_intestinalis,0.0016936249130306176,0.0021079629211049234,6.216338130539913e-05,0.004491737538982514,5
Bacteroides_neonati,6.256663765883686e-07,1.3990325492875752e-06,0.0,3.128331882941843e-06,1
