Taxon,mean,SD,minimum,maximum,non_zero_count
Acetivibrio_ethanolgignens,4.067188671731714e-06,4.587879215447097e-06,0.0,1.1060887728972945e-05,3
Acinetobacter_johnsonii,2.3429860453424702e-07,5.239076067719168e-07,0.0,1.171493022671235e-06,1
Actinomyces_graevenitzii,7.172697842930668e-07,1.6038639958859083e-06,0.0,3.5863489214653343e-06,1
Actinomyces_naeslundii,1.0602670256949003e-06,1.8120371997795593e-06,0.0,4.184073741709557e-06,2
Acutalibacter_muris,1.1527333692612531e-05,1.9506081036925667e-05,0.0,4.502563388662724e-05,2
Adlercreutzia_equolifaciens,3.9325277923898156e-05,2.6845607797546675e-05,9.962080337403707e-06,7.447348501267137e-05,5
Adlercreutzia_mucosicola,8.653881447132447e-07,1.219300186423375e-06,0.0,2.569701189559371e-06,2
Aeromicrobium_massiliense,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Agathobacter_rectalis,0.0005265442162915353,0.0005261246856682752,1.171493022671235e-05,0.0014118097249374417,5
Agathobaculum_desmolans,8.284217972086958e-06,6.928610324320976e-06,2.789382494473038e-06,1.9836106469184873e-05,5
Aggregatibacter_aphrophilus,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Aggregatibacter_segnis,2.1920080014554932e-07,4.901478898477941e-07,0.0,1.0960040007277466e-06,1
Akkermansia_muciniphila,0.0007421562323472597,0.001017895602790537,0.0,0.002005942687314258,3
Alcaligenes_faecalis,3.131440002079276e-07,7.002112712111344e-07,0.0,1.565720001039638e-06,1
Alistipes_communis,0.0035684485186186304,0.0076660331313516345,0.0,0.017276438962732257,3
Alistipes_finegoldii,0.0026448532904648258,0.0029420152963246463,0.00038568747412931644,0.007721974473127391,5
Alistipes_ihumii,7.752707216812655e-07,1.063808475723111e-06,0.0,2.0354360013515293e-06,2
Alistipes_indistinctus,0.00024248751249872336,0.00046310139241085977,0.0,0.0010627547303942275,2
Alistipes_inops,0.0002020646588856029,0.00023741454041755337,0.0,0.0005919987323930872,4
Alistipes_onderdonkii,0.008854270961498413,0.016942310834749126,1.9047916808157657e-05,0.038988593816496886,5
Alistipes_provencensis,0.00027700074501872045,0.00043402613946318726,0.0,0.00100409623666672,3
Alistipes_putredinis,0.01039047869658046,0.018143919081097463,0.0,0.04202549054790493,4
Alistipes_senegalensis,0.008473400847095731,0.018759893913800573,0.0,0.0420317471262021,3
Alistipes_shahii,0.002423714867959006,0.0038415436976280133,1.0055352480884496e-06,0.009058159922014619,5
Alistipes_timonensis,0.00033526539176625557,0.0006901803563731142,0.0,0.0015687965135028797,3
Allisonella_histaminiformans,5.209796827965078e-05,0.00011649459856292692,0.0,0.0002604898413982539,1
Alloprevotella_tannerae,8.830660805863559e-06,1.9745957848153988e-05,0.0,4.4153304029317796e-05,1
Amedibacillus_dolichus,4.3840160029109864e-07,9.802957796955881e-07,0.0,2.1920080014554933e-06,1
Anaerobutyricum_hallii,0.00038718596147470266,0.0006332948412285444,0.0,0.0014973537105423779,3
Anaerococcus_obesiensis,8.766630696915261e-07,1.960278217193888e-06,0.0,4.383315348457631e-06,1
Anaerococcus_vaginalis,9.962080337403707e-07,2.227588883174873e-06,0.0,4.9810401687018535e-06,1
Anaerofustis_stercorihominis,6.123980088426368e-07,9.046656607368627e-07,0.0,2.0110704961768993e-06,2
Anaeroglobus_geminatus,1.0525949865580157e-06,1.2342670828358115e-06,0.0,3.016605744265349e-06,3
Anaerostipes_caccae,3.0043438563757637e-05,5.901079810632153e-05,0.0,0.00013530744411852764,3
Anaerostipes_hadrus,0.0005183045024626919,0.000703826827540946,0.0,0.0017122030752172767,4
Anaerotignum_lactatifermentans,0.0015980852883481357,0.002280961711261233,2.4266641183904153e-06,0.0052077787759887565,5
Anaerotignum_propionicum,2.681427328235866e-07,5.995853782661037e-07,0.0,1.3407136641179328e-06,1
Anaerotruncus_colihominis,0.0012034041144764179,0.0015224264409710083,3.6148927556712394e-05,0.0033717831391179244,5
Bacteroides_acidifaciens,0.00013704750376217,0.00011659603270646184,2.0222431100445486e-05,0.00027995073618588726,5
Bacteroides_caccae,0.013892815964432675,0.007785692471391643,0.005297407770446277,0.025781664671594044,5
Bacteroides_caecimuris,0.000528122330590043,0.0004350029237542153,0.00020581657977076058,0.0010909936967244199,5
Bacteroides_cellulosilyticus,0.019205512072516286,0.04041176744661959,0.00019205723238489386,0.09144290179271809,5
Bacteroides_clarus,0.00010037798783839788,0.00012016749448811395,9.762838730655633e-06,0.0003050022562025215,5
Bacteroides_eggerthii,0.0009399852408150542,0.0010763029766042236,0.00014010457790032397,0.0022048469054640183,5
Bacteroides_faecis,0.0004885286688136581,0.00017279386646371517,0.00020082737531506887,0.0006286365804174147,5
Bacteroides_finegoldii,0.004033540525778143,0.007596288371913555,3.954084799486521e-05,0.017497085074325375,5
Bacteroides_fluxus,0.000201937269138419,0.0002589823816101899,7.515456004990263e-06,0.0006363717455296244,5
Bacteroides_fragilis,0.017685302053043153,0.01871376482317694,0.0008375338331368851,0.044938545918814625,5
Bacteroides_gallinarum,0.003299212843864784,0.007203959583695523,1.0292402984897279e-05,0.01618578708274736,5
Bacteroides_graminisolvens,7.190786934902572e-06,5.54810583209071e-06,2.1916576742288155e-06,1.597034401060431e-05,5
Bacteroides_helcogenes,4.492818856956046e-06,3.87802504774406e-06,1.7077442655589625e-06,1.0376081057945224e-05,5
Bacteroides_intestinalis,0.0016936249130306176,0.0021079629211049234,6.216338130539913e-05,0.004491737538982514,5
Bacteroides_neonati,6.256663765883686e-07,1.3990325492875752e-06,0.0,3.128331882941843e-06,1
Bacteroides_nordii,0.0016940725060982785,0.003574241665706254,2.4691476647505263e-05,0.00808694380536973,5
Bacteroides_oleiciplenus,0.00012379137222858858,0.00014616188711383328,9.962080337403707e-06,0.0002994001453655485,5
Bacteroides_ovatus,0.05159164434819935,0.08673550578474505,0.0017600218625708163,0.2043537366694554,5
Bacteroides_pyogenes,1.1981523699134693e-05,5.186970381487047e-06,7.0937069492449205e-06,2.072112710179971e-05,5
Bacteroides_rodentium,0.0006502096358526084,0.000514076040675341,8.607237411516803e-05,0.0014837670368837293,5
Bacteroides_salyersiae,0.001446314882605312,0.002769681594383726,3.362956774162481e-05,0.006383800192827751,5
Bacteroides_stercoris,0.002001908125499444,0.0028067862825322284,0.0004232578479716136,0.007004874712651237,5
Bacteroides_thetaiotaomicron,0.04266799732391742,0.0400056487259046,0.006822630339874303,0.08955949524859567,5
Bacteroides_uniformis,0.12182071579854839,0.08500600734977128,0.04602660433326586,0.2663990412460963,5
Bacteroides_xylanisolvens,0.019585042722260148,0.018621374072157727,0.0004895839396803984,0.039673387218890015,5
Barnesiella_intestinihominis,0.00042285991177274854,0.000944608236358834,0.0,0.0021126259974027835,2
Barnesiella_viscericola,5.505312564588586e-05,7.981968215871172e-05,0.0,0.0001857653221664387,3
Bifidobacterium_adolescentis,1.4823575542056715e-05,3.314652258164211e-05,0.0,7.411787771028357e-05,1
Bifidobacterium_animalis,5.742512605643035e-06,9.327049315461788e-06,0.0,2.145036401424304e-05,2
Bifidobacterium_boum,3.351784160294832e-07,7.494817228326295e-07,0.0,1.675892080147416e-06,1
Bifidobacterium_longum,8.70399573298152e-05,0.00016575568648810748,0.0,0.00038240335054170305,4
Bifidobacterium_pullorum,7.969664269922965e-07,1.7820711065398982e-06,0.0,3.984832134961483e-06,1
Bilophila_wadsworthia,0.00015987054963128417,0.0003244474943796588,0.0,0.0007388632684906052,3
Blautia_coccoides,3.0828501870995755e-06,4.281060203607472e-06,0.0,8.714638816766563e-06,2
Blautia_faecis,8.340931162016983e-05,8.846331919927249e-05,2.34298604534247e-06,0.00019007649283766273,5
Blautia_hansenii,3.926379863467451e-06,4.831760053508888e-06,0.0,9.326910988822025e-06,3
Blautia_hydrogenotrophica,3.745116572925288e-05,7.718021501709631e-05,1.3136494350453557e-06,0.00017547291918154143,5
Blautia_luti,2.7408820569462462e-05,1.9181293012788e-05,2.510342191438361e-06,4.759533507618661e-05,5
Blautia_obeum,7.289032636466574e-05,8.546204362664627e-05,8.953553816130153e-06,0.00021856804260263733,5
Blautia_producta,2.531207631338947e-06,1.3684118182558948e-06,1.0509195480362845e-06,4.54058800301495e-06,5
Blautia_wexlerae,6.767249087580646e-05,6.523030888162469e-05,4.0165475063013775e-06,0.00016960027851091849,5
Brevibacterium_casei,2.101839096072569e-07,4.6998550965849755e-07,0.0,1.0509195480362845e-06,1
Butyricicoccus_pullicaecorum,9.38331502425865e-06,7.110039699436206e-06,0.0,1.9414928012891512e-05,4
Butyricimonas_synergistica,6.774915283887875e-07,9.923488633283133e-07,0.0,2.1920080014554933e-06,2
